query_id	emonym	cryptoclass	construction_type	classifier_pattern	variant	window	co_terms	status
fil-tristeza-retorcido-py	tristeza	Res Filiformes	attributive	retorcido	PY	4	tristeza|retorcido	pending
fil-tristeza-retorcido-sv	tristeza	Res Filiformes	attributive	retorcido	SV	4	tristeza|retorcido	pending
fil-tristeza-retorcido-uy	tristeza	Res Filiformes	attributive	retorcido	UY	4	tristeza|retorcido	pending
fil-tristeza-retorcido-ve	tristeza	Res Filiformes	attributive	retorcido	VE	4	tristeza|retorcido	pending
fil-tristeza-retorcido-us	tristeza	Res Filiformes	attributive	retorcido	US	4	tristeza|retorcido	pending
fil-tristeza-desatado-ar	tristeza	Res Filiformes	attributive	desatado	AR	4	tristeza|desatado	pending
fil-tristeza-desatado-bo	tristeza	Res Filiformes	attributive	desatado	BO	4	tristeza|desatado	pending
fil-tristeza-desatado-cl	tristeza	Res Filiformes	attributive	desatado	CL	4	tristeza|desatado	pending
fil-tristeza-desatado-co	tristeza	Res Filiformes	attributive	desatado	CO	4	tristeza|desatado	pending
fil-tristeza-desatado-cr	tristeza	Res Filiformes	attributive	desatado	CR	4	tristeza|desatado	pending
fil-tristeza-desatado-cu	tristeza	Res Filiformes	attributive	desatado	CU	4	tristeza|desatado	pending
fil-tristeza-desatado-do	tristeza	Res Filiformes	attributive	desatado	DO	4	tristeza|desatado	pending
fil-tristeza-desatado-ec	tristeza	Res Filiformes	attributive	desatado	EC	4	tristeza|desatado	pending
fil-tristeza-desatado-es	tristeza	Res Filiformes	attributive	desatado	ES	4	tristeza|desatado	pending
fil-tristeza-desatado-gt	tristeza	Res Filiformes	attributive	desatado	GT	4	tristeza|desatado	pending
fil-tristeza-desatado-hn	tristeza	Res Filiformes	attributive	desatado	HN	4	tristeza|desatado	pending
fil-tristeza-desatado-mx	tristeza	Res Filiformes	attributive	desatado	MX	4	tristeza|desatado	pending
fil-tristeza-desatado-ni	tristeza	Res Filiformes	attributive	desatado	NI	4	tristeza|desatado	pending
fil-tristeza-desatado-pa	tristeza	Res Filiformes	attributive	desatado	PA	4	tristeza|desatado	pending
fil-tristeza-desatado-pe	tristeza	Res Filiformes	attributive	desatado	PE	4	tristeza|desatado	pending
fil-tristeza-desatado-pr	tristeza	Res Filiformes	attributive	desatado	PR	4	tristeza|desatado	pending
fil-tristeza-desatado-py	tristeza	Res Filiformes	attributive	desatado	PY	4	tristeza|desatado	pending
fil-tristeza-desatado-sv	tristeza	Res Filiformes	attributive	desatado	SV	4	tristeza|desatado	pending
fil-tristeza-desatado-uy	tristeza	Res Filiformes	attributive	desatado	UY	4	tristeza|desatado	pending
fil-tristeza-desatado-ve	tristeza	Res Filiformes	attributive	desatado	VE	4	tristeza|desatado	pending
fil-tristeza-desatado-us	tristeza	Res Filiformes	attributive	desatado	US	4	tristeza|desatado	pending
fil-tristeza-hilo-de-ar	tristeza	Res Filiformes	substantive	hilo de	AR	4	tristeza|hilo de	pending
fil-tristeza-hilo-de-bo	tristeza	Res Filiformes	substantive	hilo de	BO	4	tristeza|hilo de	pending
fil-tristeza-hilo-de-cl	tristeza	Res Filiformes	substantive	hilo de	CL	4	tristeza|hilo de	pending
fil-tristeza-hilo-de-co	tristeza	Res Filiformes	substantive	hilo de	CO	4	tristeza|hilo de	pending
fil-tristeza-hilo-de-cr	tristeza	Res Filiformes	substantive	hilo de	CR	4	tristeza|hilo de	pending
fil-tristeza-hilo-de-cu	tristeza	Res Filiformes	substantive	hilo de	CU	4	tristeza|hilo de	pending
fil-tristeza-hilo-de-do	tristeza	Res Filiformes	substantive	hilo de	DO	4	tristeza|hilo de	pending
fil-tristeza-hilo-de-ec	tristeza	Res Filiformes	substantive	hilo de	EC	4	tristeza|hilo de	pending
fil-tristeza-hilo-de-es	tristeza	Res Filiformes	substantive	hilo de	ES	4	tristeza|hilo de	pending
fil-tristeza-hilo-de-gt	tristeza	Res Filiformes	substantive	hilo de	GT	4	tristeza|hilo de	pending
fil-tristeza-hilo-de-hn	tristeza	Res Filiformes	substantive	hilo de	HN	4	tristeza|hilo de	pending
fil-tristeza-hilo-de-mx	tristeza	Res Filiformes	substantive	hilo de	MX	4	tristeza|hilo de	pending
fil-tristeza-hilo-de-ni	tristeza	Res Filiformes	substantive	hilo de	NI	4	tristeza|hilo de	pending
fil-tristeza-hilo-de-pa	tristeza	Res Filiformes	substantive	hilo de	PA	4	tristeza|hilo de	pending
fil-tristeza-hilo-de-pe	tristeza	Res Filiformes	substantive	hilo de	PE	4	tristeza|hilo de	pending
fil-tristeza-hilo-de-pr	tristeza	Res Filiformes	substantive	hilo de	PR	4	tristeza|hilo de	pending
fil-tristeza-hilo-de-py	tristeza	Res Filiformes	substantive	hilo de	PY	4	tristeza|hilo de	pending
fil-tristeza-hilo-de-sv	tristeza	Res Filiformes	substantive	hilo de	SV	4	tristeza|hilo de	pending
fil-tristeza-hilo-de-uy	tristeza	Res Filiformes	substantive	hilo de	UY	4	tristeza|hilo de	pending
fil-tristeza-hilo-de-ve	tristeza	Res Filiformes	substantive	hilo de	VE	4	tristeza|hilo de	pending
fil-tristeza-hilo-de-us	tristeza	Res Filiformes	substantive	hilo de	US	4	tristeza|hilo de	pending
fil-tristeza-madeja-de-ar	tristeza	Res Filiformes	substantive	madeja de	AR	4	tristeza|madeja de	pending
fil-tristeza-madeja-de-bo	tristeza	Res Filiformes	substantive	madeja de	BO	4	tristeza|madeja de	pending
fil-tristeza-madeja-de-cl	tristeza	Res Filiformes	substantive	madeja de	CL	4	tristeza|madeja de	pending
fil-tristeza-madeja-de-co	tristeza	Res Filiformes	substantive	madeja de	CO	4	tristeza|madeja de	pending
fil-tristeza-madeja-de-cr	tristeza	Res Filiformes	substantive	madeja de	CR	4	tristeza|madeja de	pending
fil-tristeza-madeja-de-cu	tristeza	Res Filiformes	substantive	madeja de	CU	4	tristeza|madeja de	pending
fil-tristeza-madeja-de-do	tristeza	Res Filiformes	substantive	madeja de	DO	4	tristeza|madeja de	pending
fil-tristeza-madeja-de-ec	tristeza	Res Filiformes	substantive	madeja de	EC	4	tristeza|madeja de	pending
fil-tristeza-madeja-de-es	tristeza	Res Filiformes	substantive	madeja de	ES	4	tristeza|madeja de	pending
fil-tristeza-madeja-de-gt	tristeza	Res Filiformes	substantive	madeja de	GT	4	tristeza|madeja de	pending
fil-tristeza-madeja-de-hn	tristeza	Res Filiformes	substantive	madeja de	HN	4	tristeza|madeja de	pending
fil-tristeza-madeja-de-mx	tristeza	Res Filiformes	substantive	madeja de	MX	4	tristeza|madeja de	pending
fil-tristeza-madeja-de-ni	tristeza	Res Filiformes	substantive	madeja de	NI	4	tristeza|madeja de	pending
fil-tristeza-madeja-de-pa	tristeza	Res Filiformes	substantive	madeja de	PA	4	tristeza|madeja de	pending
fil-tristeza-madeja-de-pe	tristeza	Res Filiformes	substantive	madeja de	PE	4	tristeza|madeja de	pending
fil-tristeza-madeja-de-pr	tristeza	Res Filiformes	substantive	madeja de	PR	4	tristeza|madeja de	pending
fil-tristeza-madeja-de-py	tristeza	Res Filiformes	substantive	madeja de	PY	4	tristeza|madeja de	pending
fil-tristeza-madeja-de-sv	tristeza	Res Filiformes	substantive	madeja de	SV	4	tristeza|madeja de	pending
fil-tristeza-madeja-de-uy	tristeza	Res Filiformes	substantive	madeja de	UY	4	tristeza|madeja de	pending
fil-tristeza-madeja-de-ve	tristeza	Res Filiformes	substantive	madeja de	VE	4	tristeza|madeja de	pending
fil-tristeza-madeja-de-us	tristeza	Res Filiformes	substantive	madeja de	US	4	tristeza|madeja de	pending
fil-tristeza-ovillo-de-ar	tristeza	Res Filiformes	substantive	ovillo de	AR	4	tristeza|ovillo de	pending
fil-tristeza-ovillo-de-bo	tristeza	Res Filiformes	substantive	ovillo de	BO	4	tristeza|ovillo de	pending
fil-tristeza-ovillo-de-cl	tristeza	Res Filiformes	substantive	ovillo de	CL	4	tristeza|ovillo de	pending
fil-tristeza-ovillo-de-co	tristeza	Res Filiformes	substantive	ovillo de	CO	4	tristeza|ovillo de	pending
fil-tristeza-ovillo-de-cr	tristeza	Res Filiformes	substantive	ovillo de	CR	4	tristeza|ovillo de	pending
fil-tristeza-ovillo-de-cu	tristeza	Res Filiformes	substantive	ovillo de	CU	4	tristeza|ovillo de	pending
fil-tristeza-ovillo-de-do	tristeza	Res Filiformes	substantive	ovillo de	DO	4	tristeza|ovillo de	pending
fil-tristeza-ovillo-de-ec	tristeza	Res Filiformes	substantive	ovillo de	EC	4	tristeza|ovillo de	pending
fil-tristeza-ovillo-de-es	tristeza	Res Filiformes	substantive	ovillo de	ES	4	tristeza|ovillo de	pending
fil-tristeza-ovillo-de-gt	tristeza	Res Filiformes	substantive	ovillo de	GT	4	tristeza|ovillo de	pending
fil-tristeza-ovillo-de-hn	tristeza	Res Filiformes	substantive	ovillo de	HN	4	tristeza|ovillo de	pending
fil-tristeza-ovillo-de-mx	tristeza	Res Filiformes	substantive	ovillo de	MX	4	tristeza|ovillo de	pending
fil-tristeza-ovillo-de-ni	tristeza	Res Filiformes	substantive	ovillo de	NI	4	tristeza|ovillo de	pending
fil-tristeza-ovillo-de-pa	tristeza	Res Filiformes	substantive	ovillo de	PA	4	tristeza|ovillo de	pending
fil-tristeza-ovillo-de-pe	tristeza	Res Filiformes	substantive	ovillo de	PE	4	tristeza|ovillo de	pending
fil-tristeza-ovillo-de-pr	tristeza	Res Filiformes	substantive	ovillo de	PR	4	tristeza|ovillo de	pending
fil-tristeza-ovillo-de-py	tristeza	Res Filiformes	substantive	ovillo de	PY	4	tristeza|ovillo de	pending
fil-tristeza-ovillo-de-sv	tristeza	Res Filiformes	substantive	ovillo de	SV	4	tristeza|ovillo de	pending
fil-tristeza-ovillo-de-uy	tristeza	Res Filiformes	substantive	ovillo de	UY	4	tristeza|ovillo de	pending
fil-tristeza-ovillo-de-ve	tristeza	Res Filiformes	substantive	ovillo de	VE	4	tristeza|ovillo de	pending
fil-tristeza-ovillo-de-us	tristeza	Res Filiformes	substantive	ovillo de	US	4	tristeza|ovillo de	pending
rot-tristeza-rodar-ar	tristeza	Res Rotundae	verbal-objective	rodar	AR	4	tristeza|rodar	pending
rot-tristeza-rodar-bo	tristeza	Res Rotundae	verbal-objective	rodar	BO	4	tristeza|rodar	pending
rot-tristeza-rodar-cl	tristeza	Res Rotundae	verbal-objective	rodar	CL	4	tristeza|rodar	pending
rot-tristeza-rodar-co	tristeza	Res Rotundae	verbal-objective	rodar	CO	4	tristeza|rodar	pending
rot-tristeza-rodar-cr	tristeza	Res Rotundae	verbal-objective	rodar	CR	4	tristeza|rodar	pending
rot-tristeza-rodar-cu	tristeza	Res Rotundae	verbal-objective	rodar	CU	4	tristeza|rodar	pending
rot-tristeza-rodar-do	tristeza	Res Rotundae	verbal-objective	rodar	DO	4	tristeza|rodar	pending
rot-tristeza-rodar-ec	tristeza	Res Rotundae	verbal-objective	rodar	EC	4	tristeza|rodar	pending
rot-tristeza-rodar-es	tristeza	Res Rotundae	verbal-objective	rodar	ES	4	tristeza|rodar	pending
rot-tristeza-rodar-gt	tristeza	Res Rotundae	verbal-objective	rodar	GT	4	tristeza|rodar	pending
rot-tristeza-rodar-hn	tristeza	Res Rotundae	verbal-objective	rodar	HN	4	tristeza|rodar	pending
rot-tristeza-rodar-mx	tristeza	Res Rotundae	verbal-objective	rodar	MX	4	tristeza|rodar	pending
rot-tristeza-rodar-ni	tristeza	Res Rotundae	verbal-objective	rodar	NI	4	tristeza|rodar	pending
rot-tristeza-rodar-pa	tristeza	Res Rotundae	verbal-objective	rodar	PA	4	tristeza|rodar	pending
rot-tristeza-rodar-pe	tristeza	Res Rotundae	verbal-objective	rodar	PE	4	tristeza|rodar	pending
rot-tristeza-rodar-pr	tristeza	Res Rotundae	verbal-objective	rodar	PR	4	tristeza|rodar	pending
rot-tristeza-rodar-py	tristeza	Res Rotundae	verbal-objective	rodar	PY	4	tristeza|rodar	pending
rot-tristeza-rodar-sv	tristeza	Res Rotundae	verbal-objective	rodar	SV	4	tristeza|rodar	pending
rot-tristeza-rodar-uy	tristeza	Res Rotundae	verbal-objective	rodar	UY	4	tristeza|rodar	pending
rot-tristeza-rodar-ve	tristeza	Res Rotundae	verbal-objective	rodar	VE	4	tristeza|rodar	pending
rot-tristeza-rodar-us	tristeza	Res Rotundae	verbal-objective	rodar	US	4	tristeza|rodar	pending
rot-tristeza-envolver-ar	tristeza	Res Rotundae	verbal-objective	envolver	AR	4	tristeza|envolver	pending
rot-tristeza-envolver-bo	tristeza	Res Rotundae	verbal-objective	envolver	BO	4	tristeza|envolver	pending
rot-tristeza-envolver-cl	tristeza	Res Rotundae	verbal-objective	envolver	CL	4	tristeza|envolver	pending
rot-tristeza-envolver-co	tristeza	Res Rotundae	verbal-objective	envolver	CO	4	tristeza|envolver	pending
rot-tristeza-envolver-cr	tristeza	Res Rotundae	verbal-objective	envolver	CR	4	tristeza|envolver	pending
rot-tristeza-envolver-cu	tristeza	Res Rotundae	verbal-objective	envolver	CU	4	tristeza|envolver	pending
rot-tristeza-envolver-do	tristeza	Res Rotundae	verbal-objective	envolver	DO	4	tristeza|envolver	pending
rot-tristeza-envolver-ec	tristeza	Res Rotundae	verbal-objective	envolver	EC	4	tristeza|envolver	pending
rot-tristeza-envolver-es	tristeza	Res Rotundae	verbal-objective	envolver	ES	4	tristeza|envolver	pending
rot-tristeza-envolver-gt	tristeza	Res Rotundae	verbal-objective	envolver	GT	4	tristeza|envolver	pending
rot-tristeza-envolver-hn	tristeza	Res Rotundae	verbal-objective	envolver	HN	4	tristeza|envolver	pending
rot-tristeza-envolver-mx	tristeza	Res Rotundae	verbal-objective	envolver	MX	4	tristeza|envolver	pending
rot-tristeza-envolver-ni	tristeza	Res Rotundae	verbal-objective	envolver	NI	4	tristeza|envolver	pending
rot-tristeza-envolver-pa	tristeza	Res Rotundae	verbal-objective	envolver	PA	4	tristeza|envolver	pending
rot-tristeza-envolver-pe	tristeza	Res Rotundae	verbal-objective	envolver	PE	4	tristeza|envolver	pending
rot-tristeza-envolver-pr	tristeza	Res Rotundae	verbal-objective	envolver	PR	4	tristeza|envolver	pending
rot-tristeza-envolver-py	tristeza	Res Rotundae	verbal-objective	envolver	PY	4	tristeza|envolver	pending
rot-tristeza-envolver-sv	tristeza	Res Rotundae	verbal-objective	envolver	SV	4	tristeza|envolver	pending
rot-tristeza-envolver-uy	tristeza	Res Rotundae	verbal-objective	envolver	UY	4	tristeza|envolver	pending
rot-tristeza-envolver-ve	tristeza	Res Rotundae	verbal-objective	envolver	VE	4	tristeza|envolver	pending
rot-tristeza-envolver-us	tristeza	Res Rotundae	verbal-objective	envolver	US	4	tristeza|envolver	pending
rot-tristeza-girar-en-torno-a-ar	tristeza	Res Rotundae	verbal-subject-intransitive	girar en torno a	AR	4	tristeza|girar en torno a	pending
rot-tristeza-girar-en-torno-a-bo	tristeza	Res Rotundae	verbal-subject-intransitive	girar en torno a	BO	4	tristeza|girar en torno a	pending
rot-tristeza-girar-en-torno-a-cl	tristeza	Res Rotundae	verbal-subject-intransitive	girar en torno a	CL	4	tristeza|girar en torno a	pending
rot-tristeza-girar-en-torno-a-co	tristeza	Res Rotundae	verbal-subject-intransitive	girar en torno a	CO	4	tristeza|girar en torno a	pending
rot-tristeza-girar-en-torno-a-cr	tristeza	Res Rotundae	verbal-subject-intransitive	girar en torno a	CR	4	tristeza|girar en torno a	pending
rot-tristeza-girar-en-torno-a-cu	tristeza	Res Rotundae	verbal-subject-intransitive	girar en torno a	CU	4	tristeza|girar en torno a	pending
rot-tristeza-girar-en-torno-a-do	tristeza	Res Rotundae	verbal-subject-intransitive	girar en torno a	DO	4	tristeza|girar en torno a	pending
rot-tristeza-girar-en-torno-a-ec	tristeza	Res Rotundae	verbal-subject-intransitive	girar en torno a	EC	4	tristeza|girar en torno a	pending
rot-tristeza-girar-en-torno-a-es	tristeza	Res Rotundae	verbal-subject-intransitive	girar en torno a	ES	4	tristeza|girar en torno a	pending
rot-tristeza-girar-en-torno-a-gt	tristeza	Res Rotundae	verbal-subject-intransitive	girar en torno a	GT	4	tristeza|girar en torno a	pending
rot-tristeza-girar-en-torno-a-hn	tristeza	Res Rotundae	verbal-subject-intransitive	girar en torno a	HN	4	tristeza|girar en torno a	pending
rot-tristeza-girar-en-torno-a-mx	tristeza	Res Rotundae	verbal-subject-intransitive	girar en torno a	MX	4	tristeza|girar en torno a	pending
rot-tristeza-girar-en-torno-a-ni	tristeza	Res Rotundae	verbal-subject-intransitive	girar en torno a	NI	4	tristeza|girar en torno a	pending
rot-tristeza-girar-en-torno-a-pa	tristeza	Res Rotundae	verbal-subject-intransitive	girar en torno a	PA	4	tristeza|girar en torno a	pending
rot-tristeza-girar-en-torno-a-pe	tristeza	Res Rotundae	verbal-subject-intransitive	girar en torno a	PE	4	tristeza|girar en torno a	pending
rot-tristeza-girar-en-torno-a-pr	tristeza	Res Rotundae	verbal-subject-intransitive	girar en torno a	PR	4	tristeza|girar en torno a	pending
rot-tristeza-girar-en-torno-a-py	tristeza	Res Rotundae	verbal-subject-intransitive	girar en torno a	PY	4	tristeza|girar en torno a	pending
rot-tristeza-girar-en-torno-a-sv	tristeza	Res Rotundae	verbal-subject-intransitive	girar en torno a	SV	4	tristeza|girar en torno a	pending
rot-tristeza-girar-en-torno-a-uy	tristeza	Res Rotundae	verbal-subject-intransitive	girar en torno a	UY	4	tristeza|girar en torno a	pending
rot-tristeza-girar-en-torno-a-ve	tristeza	Res Rotundae	verbal-subject-intransitive	girar en torno a	VE	4	tristeza|girar en torno a	pending
rot-tristeza-girar-en-torno-a-us	tristeza	Res Rotundae	verbal-subject-intransitive	girar en torno a	US	4	tristeza|girar en torno a	pending
rot-tristeza-girar-alrededor-de-ar	tristeza	Res Rotundae	verbal-subject-intransitive	girar alrededor de	AR	4	tristeza|girar alrededor de	pending
rot-tristeza-girar-alrededor-de-bo	tristeza	Res Rotundae	verbal-subject-intransitive	girar alrededor de	BO	4	tristeza|girar alrededor de	pending
rot-tristeza-girar-alrededor-de-cl	tristeza	Res Rotundae	verbal-subject-intransitive	girar alrededor de	CL	4	tristeza|girar alrededor de	pending
rot-tristeza-girar-alrededor-de-co	tristeza	Res Rotundae	verbal-subject-intransitive	girar alrededor de	CO	4	tristeza|girar alrededor de	pending
rot-tristeza-girar-alrededor-de-cr	tristeza	Res Rotundae	verbal-subject-intransitive	girar alrededor de	CR	4	tristeza|girar alrededor de	pending
rot-tristeza-girar-alrededor-de-cu	tristeza	Res Rotundae	verbal-subject-intransitive	girar alrededor de	CU	4	tristeza|girar alrededor de	pending
rot-tristeza-girar-alrededor-de-do	tristeza	Res Rotundae	verbal-subject-intransitive	girar alrededor de	DO	4	tristeza|girar alrededor de	pending
rot-tristeza-girar-alrededor-de-ec	tristeza	Res Rotundae	verbal-subject-intransitive	girar alrededor de	EC	4	tristeza|girar alrededor de	pending
rot-tristeza-girar-alrededor-de-es	tristeza	Res Rotundae	verbal-subject-intransitive	girar alrededor de	ES	4	tristeza|girar alrededor de	pending
rot-tristeza-girar-alrededor-de-gt	tristeza	Res Rotundae	verbal-subject-intransitive	girar alrededor de	GT	4	tristeza|girar alrededor de	pending
rot-tristeza-girar-alrededor-de-hn	tristeza	Res Rotundae	verbal-subject-intransitive	girar alrededor de	HN	4	tristeza|girar alrededor de	pending
rot-tristeza-girar-alrededor-de-mx	tristeza	Res Rotundae	verbal-subject-intransitive	girar alrededor de	MX	4	tristeza|girar alrededor de	pending
rot-tristeza-girar-alrededor-de-ni	tristeza	Res Rotundae	verbal-subject-intransitive	girar alrededor de	NI	4	tristeza|girar alrededor de	pending
rot-tristeza-girar-alrededor-de-pa	tristeza	Res Rotundae	verbal-subject-intransitive	girar alrededor de	PA	4	tristeza|girar alrededor de	pending
rot-tristeza-girar-alrededor-de-pe	tristeza	Res Rotundae	verbal-subject-intransitive	girar alrededor de	PE	4	tristeza|girar alrededor de	pending
rot-tristeza-girar-alrededor-de-pr	tristeza	Res Rotundae	verbal-subject-intransitive	girar alrededor de	PR	4	tristeza|girar alrededor de	pending
rot-tristeza-girar-alrededor-de-py	tristeza	Res Rotundae	verbal-subject-intransitive	girar alrededor de	PY	4	tristeza|girar alrededor de	pending
rot-tristeza-girar-alrededor-de-sv	tristeza	Res Rotundae	verbal-subject-intransitive	girar alrededor de	SV	4	tristeza|girar alrededor de	pending
rot-tristeza-girar-alrededor-de-uy	tristeza	Res Rotundae	verbal-subject-intransitive	girar alrededor de	UY	4	tristeza|girar alrededor de	pending
rot-tristeza-girar-alrededor-de-ve	tristeza	Res Rotundae	verbal-subject-intransitive	girar alrededor de	VE	4	tristeza|girar alrededor de	pending
rot-tristeza-girar-alrededor-de-us	tristeza	Res Rotundae	verbal-subject-intransitive	girar alrededor de	US	4	tristeza|girar alrededor de	pending
rot-tristeza-girar-ar	tristeza	Res Rotundae	verbal-subject-intransitive	girar	AR	4	tristeza|girar	pending
rot-tristeza-girar-bo	tristeza	Res Rotundae	verbal-subject-intransitive	girar	BO	4	tristeza|girar	pending
rot-tristeza-girar-cl	tristeza	Res Rotundae	verbal-subject-intransitive	girar	CL	4	tristeza|girar	pending
rot-tristeza-girar-co	tristeza	Res Rotundae	verbal-subject-intransitive	girar	CO	4	tristeza|girar	pending
rot-tristeza-girar-cr	tristeza	Res Rotundae	verbal-subject-intransitive	girar	CR	4	tristeza|girar	pending
rot-tristeza-girar-cu	tristeza	Res Rotundae	verbal-subject-intransitive	girar	CU	4	tristeza|girar	pending
rot-tristeza-girar-do	tristeza	Res Rotundae	verbal-subject-intransitive	girar	DO	4	tristeza|girar	pending
rot-tristeza-girar-ec	tristeza	Res Rotundae	verbal-subject-intransitive	girar	EC	4	tristeza|girar	pending
rot-tristeza-girar-es	tristeza	Res Rotundae	verbal-subject-intransitive	girar	ES	4	tristeza|girar	pending
rot-tristeza-girar-gt	tristeza	Res Rotundae	verbal-subject-intransitive	girar	GT	4	tristeza|girar	pending
rot-tristeza-girar-hn	tristeza	Res Rotundae	verbal-subject-intransitive	girar	HN	4	tristeza|girar	pending
rot-tristeza-girar-mx	tristeza	Res Rotundae	verbal-subject-intransitive	girar	MX	4	tristeza|girar	pending
rot-tristeza-girar-ni	tristeza	Res Rotundae	verbal-subject-intransitive	girar	NI	4	tristeza|girar	pending
rot-tristeza-girar-pa	tristeza	Res Rotundae	verbal-subject-intransitive	girar	PA	4	tristeza|girar	pending
rot-tristeza-girar-pe	tristeza	Res Rotundae	verbal-subject-intransitive	girar	PE	4	tristeza|girar	pending
rot-tristeza-girar-pr	tristeza	Res Rotundae	verbal-subject-intransitive	girar	PR	4	tristeza|girar	pending
rot-tristeza-girar-py	tristeza	Res Rotundae	verbal-subject-intransitive	girar	PY	4	tristeza|girar	pending
rot-tristeza-girar-sv	tristeza	Res Rotundae	verbal-subject-intransitive	girar	SV	4	tristeza|girar	pending
rot-tristeza-girar-uy	tristeza	Res Rotundae	verbal-subject-intransitive	girar	UY	4	tristeza|girar	pending
rot-tristeza-girar-ve	tristeza	Res Rotundae	verbal-subject-intransitive	girar	VE	4	tristeza|girar	pending
rot-tristeza-girar-us	tristeza	Res Rotundae	verbal-subject-intransitive	girar	US	4	tristeza|girar	pending
rot-tristeza-rodar-ar	tristeza	Res Rotundae	verbal-subject-intransitive	rodar	AR	4	tristeza|rodar	pending
rot-tristeza-rodar-bo	tristeza	Res Rotundae	verbal-subject-intransitive	rodar	BO	4	tristeza|rodar	pending
rot-tristeza-rodar-cl	tristeza	Res Rotundae	verbal-subject-intransitive	rodar	CL	4	tristeza|rodar	pending
rot-tristeza-rodar-co	tristeza	Res Rotundae	verbal-subject-intransitive	rodar	CO	4	tristeza|rodar	pending
rot-tristeza-rodar-cr	tristeza	Res Rotundae	verbal-subject-intransitive	rodar	CR	4	tristeza|rodar	pending
rot-tristeza-rodar-cu	tristeza	Res Rotundae	verbal-subject-intransitive	rodar	CU	4	tristeza|rodar	pending
rot-tristeza-rodar-do	tristeza	Res Rotundae	verbal-subject-intransitive	rodar	DO	4	tristeza|rodar	pending
rot-tristeza-rodar-ec	tristeza	Res Rotundae	verbal-subject-intransitive	rodar	EC	4	tristeza|rodar	pending
rot-tristeza-rodar-es	tristeza	Res Rotundae	verbal-subject-intransitive	rodar	ES	4	tristeza|rodar	pending
rot-tristeza-rodar-gt	tristeza	Res Rotundae	verbal-subject-intransitive	rodar	GT	4	tristeza|rodar	pending
rot-tristeza-rodar-hn	tristeza	Res Rotundae	verbal-subject-intransitive	rodar	HN	4	tristeza|rodar	pending
rot-tristeza-rodar-mx	tristeza	Res Rotundae	verbal-subject-intransitive	rodar	MX	4	tristeza|rodar	pending
rot-tristeza-rodar-ni	tristeza	Res Rotundae	verbal-subject-intransitive	rodar	NI	4	tristeza|rodar	pending
rot-tristeza-rodar-pa	tristeza	Res Rotundae	verbal-subject-intransitive	rodar	PA	4	tristeza|rodar	pending
rot-tristeza-rodar-pe	tristeza	Res Rotundae	verbal-subject-intransitive	rodar	PE	4	tristeza|rodar	pending
rot-tristeza-rodar-pr	tristeza	Res Rotundae	verbal-subject-intransitive	rodar	PR	4	tristeza|rodar	pending
rot-tristeza-rodar-py	tristeza	Res Rotundae	verbal-subject-intransitive	rodar	PY	4	tristeza|rodar	pending
rot-tristeza-rodar-sv	tristeza	Res Rotundae	verbal-subject-intransitive	rodar	SV	4	tristeza|rodar	pending
rot-tristeza-rodar-uy	tristeza	Res Rotundae	verbal-subject-intransitive	rodar	UY	4	tristeza|rodar	pending
rot-tristeza-rodar-ve	tristeza	Res Rotundae	verbal-subject-intransitive	rodar	VE	4	tristeza|rodar	pending
rot-tristeza-rodar-us	tristeza	Res Rotundae	verbal-subject-intransitive	rodar	US	4	tristeza|rodar	pending
rot-tristeza-envolver-ar	tristeza	Res Rotundae	verbal-subject-intransitive	envolver	AR	4	tristeza|envolver	pending
rot-tristeza-envolver-bo	tristeza	Res Rotundae	verbal-subject-intransitive	envolver	BO	4	tristeza|envolver	pending
rot-tristeza-envolver-cl	tristeza	Res Rotundae	verbal-subject-intransitive	envolver	CL	4	tristeza|envolver	pending
rot-tristeza-envolver-co	tristeza	Res Rotundae	verbal-subject-intransitive	envolver	CO	4	tristeza|envolver	pending
rot-tristeza-envolver-cr	tristeza	Res Rotundae	verbal-subject-intransitive	envolver	CR	4	tristeza|envolver	pending
rot-tristeza-envolver-cu	tristeza	Res Rotundae	verbal-subject-intransitive	envolver	CU	4	tristeza|envolver	pending
rot-tristeza-envolver-do	tristeza	Res Rotundae	verbal-subject-intransitive	envolver	DO	4	tristeza|envolver	pending
rot-tristeza-envolver-ec	tristeza	Res Rotundae	verbal-subject-intransitive	envolver	EC	4	tristeza|envolver	pending
rot-tristeza-envolver-es	tristeza	Res Rotundae	verbal-subject-intransitive	envolver	ES	4	tristeza|envolver	pending
rot-tristeza-envolver-gt	tristeza	Res Rotundae	verbal-subject-intransitive	envolver	GT	4	tristeza|envolver	pending
rot-tristeza-envolver-hn	tristeza	Res Rotundae	verbal-subject-intransitive	envolver	HN	4	tristeza|envolver	pending
rot-tristeza-envolver-mx	tristeza	Res Rotundae	verbal-subject-intransitive	envolver	MX	4	tristeza|envolver	pending
rot-tristeza-envolver-ni	tristeza	Res Rotundae	verbal-subject-intransitive	envolver	NI	4	tristeza|envolver	pending
rot-tristeza-envolver-pa	tristeza	Res Rotundae	verbal-subject-intransitive	envolver	PA	4	tristeza|envolver	pending
rot-tristeza-envolver-pe	tristeza	Res Rotundae	verbal-subject-intransitive	envolver	PE	4	tristeza|envolver	pending
rot-tristeza-envolver-pr	tristeza	Res Rotundae	verbal-subject-intransitive	envolver	PR	4	tristeza|envolver	pending
