id	cryptoclass	emonym	country	construction_type	classifier_lemma	citation_es	source	source_file	source_sheet	source_locator
liq-amor-ar-0002	Res Liquidae	amor	AR	verbal-objective	derramar	ue ella la primera persona que derramó todo su amor sobre el Mesías	manual	RES LIQUIDAE COR.xlsx	amor	B2
liq-amor-ar-0003	Res Liquidae	amor	AR	verbal-objective	derramar	me habló de la belleza de aquellas canciones que derraman el más profundo amor, entre palabras y compases.	manual	RES LIQUIDAE COR.xlsx	amor	B2
liq-amor-ar-0004	Res Liquidae	amor	AR	verbal-objective	derramar	l amor de Dios que se derrama en nosotros como comunidad fraterna	manual	RES LIQUIDAE COR.xlsx	amor	B2
liq-amor-ar-0005	Res Liquidae	amor	AR	verbal-objective	derramar	estoy aquí para derramar el amor en tu corazón	manual	RES LIQUIDAE COR.xlsx	amor	B2
liq-amor-ar-0006	Res Liquidae	amor	AR	verbal-objective	derramar	cualquier otra cosa no me detendrán para derramar amor, luz y positividad en todo lo que hago	manual	RES LIQUIDAE COR.xlsx	amor	B2
liq-amor-ar-0007	Res Liquidae	amor	AR	verbal-objective	derramar	opta por los que derraman amor y sabiduría.	manual	RES LIQUIDAE COR.xlsx	amor	B2
liq-amor-ar-0008	Res Liquidae	amor	AR	verbal-objective	derramar	derramaba amor en la búsqueda de aquel que rompe todo lo establecid	manual	RES LIQUIDAE COR.xlsx	amor	B2
liq-amor-ar-0009	Res Liquidae	amor	AR	verbal-objective	derramar	nos sigues esperando para abrazar nos y derramar tu amor.	manual	RES LIQUIDAE COR.xlsx	amor	B2
liq-amor-ar-0010	Res Liquidae	amor	AR	verbal-objective	derramar	ella derramando el inmenso amor que la habita.	manual	RES LIQUIDAE COR.xlsx	amor	B2
liq-amor-ar-0011	Res Liquidae	amor	AR	verbal-objective	derramar	na guitarra que derramaba amor y alegría	manual	RES LIQUIDAE COR.xlsx	amor	B2
liq-amor-ar-0012	Res Liquidae	amor	AR	verbal-objective	derramar	en su última aparición pública derramó el amor que sentía por esta Patria sufrid	manual	RES LIQUIDAE COR.xlsx	amor	B2
liq-amor-ar-0013	Res Liquidae	amor	AR	verbal-objective	derramar	s hinchas de San Lorenzo continúan derramando demostraciones de amor.	manual	RES LIQUIDAE COR.xlsx	amor	B2
liq-amor-ar-0014	Res Liquidae	amor	AR	verbal-subject-transitive	inundar	...y que lo único que podemos hacer es reflejar el amor que inunda a el mundo en la beleza de una obra de arte. 2. Aun así, sé que la alegría, el amor y la paz inundará nuestros corazones. 3. ...el amor inunda el huevo plateado. 4. ...para recuperar el amor que alguna vez los inundó. 5. Cada hijo cuando llega es un amor que te inunda. 6. ...el amor de sus hinchas inundó las redes sociales. 7. ...el amor por River inundará nuestro querido recinto. 8. ...el amor inunda las redes sociales, toda vez que el emoji...	manual	RES LIQUIDAE COR.xlsx	amor	C2
liq-amor-ar-0016	Res Liquidae	amor	AR	verbal-subject-intransitive		ese amor absoluto se derrama a toda la humanidad	manual	RES LIQUIDAE COR.xlsx	amor	D2
liq-amor-ar-0017	Res Liquidae	amor	AR	verbal-subject-intransitive		Este amor se derrama con la gracia en el bautizado	manual	RES LIQUIDAE COR.xlsx	amor	D2
liq-amor-ar-0018	Res Liquidae	amor	AR	verbal-subject-intransitive	fluir	muestra de que el amor fluye.	manual	RES LIQUIDAE COR.xlsx	amor	D2
liq-amor-ar-0019	Res Liquidae	amor	AR	verbal-subject-intransitive	fluir	Entienda que debe dejar fluir el amor.	manual	RES LIQUIDAE COR.xlsx	amor	D2
liq-amor-ar-0020	Res Liquidae	amor	AR	verbal-subject-intransitive	fluir	onfía en la química inicial y deja que el amor fluya	manual	RES LIQUIDAE COR.xlsx	amor	D2
liq-amor-ar-0021	Res Liquidae	amor	AR	verbal-subject-intransitive	fluir	la energía de el amor fluya más en tu vida	manual	RES LIQUIDAE COR.xlsx	amor	D2
liq-amor-ar-0023	Res Liquidae	amor	AR	verbal-subject-intransitive	fluir	el tiempo los reencontró y fluyó el amor.	manual	RES LIQUIDAE COR.xlsx	amor	D2
liq-amor-ar-0024	Res Liquidae	amor	AR	verbal-subject-intransitive	fluir	No es fácil que fluya un amor a la distancia	manual	RES LIQUIDAE COR.xlsx	amor	D2
liq-amor-ar-0025	Res Liquidae	amor	AR	verbal-subject-intransitive	fluir	el amor entre ambos intrusos fluía de manera ascendente	manual	RES LIQUIDAE COR.xlsx	amor	D2
liq-amor-ar-0026	Res Liquidae	amor	AR	verbal-subject-intransitive	fluir	Fluye el amor y la pasión	manual	RES LIQUIDAE COR.xlsx	amor	D2
liq-amor-ar-0027	Res Liquidae	amor	AR	verbal-subject-intransitive	fluir	En el filme fluyen gratamente el amor, la seducción, las intrigas, las dudas	manual	RES LIQUIDAE COR.xlsx	amor	D2
liq-amor-ar-0028	Res Liquidae	amor	AR	verbal-subject-intransitive	brotar	...con una sonrisa tan amplia como el amor que le brota por los poros.	manual	RES LIQUIDAE COR.xlsx	amor	D2
liq-amor-ar-0029	Res Liquidae	amor	AR	verbal-subject-intransitive	brotar	...cómo, de el conocimiento que sale de él, brota un torrente de amor	manual	RES LIQUIDAE COR.xlsx	amor	D2
liq-amor-ar-0030	Res Liquidae	amor	AR	verbal-subject-intransitive	brotar	...el amor les brota por los poros	manual	RES LIQUIDAE COR.xlsx	amor	D2
liq-amor-ar-0031	Res Liquidae	amor	AR	verbal-subject-intransitive	brotar	...De su corazón traspasado por una lanza ha brotado el amor de Dios...	manual	RES LIQUIDAE COR.xlsx	amor	D2
liq-amor-ar-0032	Res Liquidae	amor	AR	verbal-subject-intransitive	brotar	...Es porque el amor brota el amor por todos los poros.	manual	RES LIQUIDAE COR.xlsx	amor	D2
liq-amor-ar-0033	Res Liquidae	amor	AR	verbal-subject-intransitive	brotar	...su divina pasión se ha manifestado el amor misericordioso que brota de su corazón traspasado	manual	RES LIQUIDAE COR.xlsx	amor	D2
liq-amor-ar-0034	Res Liquidae	amor	AR	verbal-subject-intransitive	brotar	...el amor brota, de acuerdo a un estudio realizado por la psicología...	manual	RES LIQUIDAE COR.xlsx	amor	D2
liq-amor-ar-0035	Res Liquidae	amor	AR	verbal-subject-intransitive	brotar	...experimentaremos que la auténtica felicidad brota когда el amor и el altruismo son más fuertes...	manual	RES LIQUIDAE COR.xlsx	amor	D2
liq-amor-ar-0036	Res Liquidae	amor	AR	verbal-subject-intransitive	brotar	...el amor brota. La psicología enumera estos conceptos para explicar...	manual	RES LIQUIDAE COR.xlsx	amor	D2
liq-amor-ar-0037	Res Liquidae	amor	AR	verbal-subject-intransitive	brotar	...lo cierto es que de esa coincidencia brotó un amor impostergable.	manual	RES LIQUIDAE COR.xlsx	amor	D2
liq-amor-ar-0038	Res Liquidae	amor	AR	verbal-subject-intransitive	brotar	.. el amor brotó porque es verdadero.	manual	RES LIQUIDAE COR.xlsx	amor	D2
liq-amor-ar-0039	Res Liquidae	amor	AR	verbal-subject-intransitive	brotar	...con su palabra de el amor que brota de el encuentro con Cristo.	manual	RES LIQUIDAE COR.xlsx	amor	D2
liq-amor-ar-0040	Res Liquidae	amor	AR	verbal-subject-intransitive	brotar	...en medio de risas y ternura brotará un amor imprevisible.	manual	RES LIQUIDAE COR.xlsx	amor	D2
liq-amor-ar-0041	Res Liquidae	amor	AR	verbal-subject-intransitive	diluirse	Aunque ese amor terminó diluyéndose debido a sus públicas declaraciones a favor de las carreras de galgos...	manual	RES LIQUIDAE COR.xlsx	amor	D2
liq-amor-ar-0042	Res Liquidae	amor	AR	verbal-subject-intransitive	diluirse	Sin embargo, el amor se diluyó enseguida y ambos se dieron cuenta que no se complementaban como pareja...	manual	RES LIQUIDAE COR.xlsx	amor	D2
liq-amor-ar-0043	Res Liquidae	amor	AR	verbal-subject-intransitive	diluirse	3El amor de pareja se fue diluyendo. Discutimos bastante, como una pareja normal.	manual	RES LIQUIDAE COR.xlsx	amor	D2
liq-amor-ar-0044	Res Liquidae	amor	AR	verbal-subject-intransitive	diluirse	Mi amor por ella no se diluyo pero tengo 27 años y si no hago esto por mi siempre sentiré	manual	RES LIQUIDAE COR.xlsx	amor	D2
liq-amor-ar-0045	Res Liquidae	amor	AR	substantive	flujo de	«El flujo de amor и de dolor que surgió luego de saber se la noticia de...»	manual	RES LIQUIDAE COR.xlsx	amor	E2
liq-amor-ar-0046	Res Liquidae	amor	AR	substantive	flujo de	«...el que también agradeció a el público por su constante flujo de amor и apoyo.»	manual	RES LIQUIDAE COR.xlsx	amor	E2
liq-amor-ar-0047	Res Liquidae	amor	AR	attributive	derramado	el amor de Dios derramado en nuestros corazones	manual	RES LIQUIDAE COR.xlsx	amor	F2
liq-amor-ar-0048	Res Liquidae	amor	AR	attributive	derramado	acompaña cada día, por eso y por tanto amor derramado	manual	RES LIQUIDAE COR.xlsx	amor	F2
liq-amor-ar-0049	Res Liquidae	amor	AR	attributive	derramado	el amor de Dios, derramado a todos	manual	RES LIQUIDAE COR.xlsx	amor	F2
liq-amor-ar-0050	Res Liquidae	amor	AR	verbal-instrumental	inundar de	Con conciencia femenina, se inunda la mente de amor y se conquista el lenguaje de el corazón...	manual	RES LIQUIDAE COR.xlsx	amor	G2
liq-amor-ar-0051	Res Liquidae	amor	AR	verbal-instrumental	inundar de	2.La llegada de el pequeñito inundó de amor a la familia... 3. e inundar los de amor. 4...es una sensación hermosa, te inunda de un amor enorme. 5. ...que inundaba tu corazón de amor hacia tu prójimo... 6. ...luego de 41 largas semanas llegó para inundar de amor la casa de la pareja... 7. e inundó de amor a el mundo a el publicar una serie de fotos.	manual	RES LIQUIDAE COR.xlsx	amor	G2
liq-amor-ar-0052	Res Liquidae	amor	AR	verbal-instrumental	inundar de	cocinar es inundar de amor toda la casa.	manual	RES LIQUIDAE COR.xlsx	amor	G2
liq-amor-bo-0001	Res Liquidae	amor	BO	verbal-objective	derramar	La parejita sigue derramando amor y no tiene reparo en mostrar le a el mundo	manual	RES LIQUIDAE COR.xlsx	amor	B3
liq-amor-bo-0002	Res Liquidae	amor	BO	verbal-objective	derramar	derramando el amor de Dios en corazones vacíos	manual	RES LIQUIDAE COR.xlsx	amor	B3
liq-amor-bo-0003	Res Liquidae	amor	BO	verbal-objective	derramar	el amor que derrama ese noble ser que nos llevó en sus entrañas	manual	RES LIQUIDAE COR.xlsx	amor	B3
liq-amor-bo-0004	Res Liquidae	amor	BO	verbal-objective	derramar	Dios quiere derramar su amor entre los cochabambinos y los bolivianos para promover una comunidad	manual	RES LIQUIDAE COR.xlsx	amor	B3
liq-amor-bo-0005	Res Liquidae	amor	BO	verbal-objective	derramar	todo el amor que derraman Miley y Liam es increible	manual	RES LIQUIDAE COR.xlsx	amor	B3
liq-amor-bo-0006	Res Liquidae	amor	BO	verbal-subject-transitive		La presencia de el amor derrama una serie de acciones espontáneas	manual	RES LIQUIDAE COR.xlsx	amor	C3
liq-amor-bo-0007	Res Liquidae	amor	BO	verbal-subject-transitive	inundar	. Un momento de amor en directo que inundó las redes sociales de mensajes	manual	RES LIQUIDAE COR.xlsx	amor	C3
liq-amor-bo-0008	Res Liquidae	amor	BO	verbal-subject-intransitive	fluir	Ese Amor debe fluir hacia los demás, nuestros hermanos,	manual	RES LIQUIDAE COR.xlsx	amor	D3
liq-amor-bo-0009	Res Liquidae	amor	BO	verbal-subject-intransitive	fluir	un manantial de donde fluye el amor, ternura y misericordia	manual	RES LIQUIDAE COR.xlsx	amor	D3
liq-amor-bo-0010	Res Liquidae	amor	BO	verbal-subject-intransitive	fluir	Para que fluya el amor tiene que haber un orde	manual	RES LIQUIDAE COR.xlsx	amor	D3
liq-amor-bo-0011	Res Liquidae	amor	BO	verbal-instrumental	inundar de	el fulgor y la prosperidad de un nuevo comienzo inunde sus hogares de amor, fe, y sobre todo mucha pero mucha salud.	manual	RES LIQUIDAE COR.xlsx	amor	G3
liq-amor-cl-0001	Res Liquidae	amor	CL	verbal-objective	derramar	desde el amor de Dios que quiere derramar se en nuestro mundo.	manual	RES LIQUIDAE COR.xlsx	amor	B4
liq-amor-cl-0002	Res Liquidae	amor	CL	verbal-objective	derramar	a: nos enseñó la humildad, ella derramó amor "	manual	RES LIQUIDAE COR.xlsx	amor	B4
liq-amor-cl-0003	Res Liquidae	amor	CL	verbal-objective	derramar	no me detendrán para derramar amor, luz y positividad	manual	RES LIQUIDAE COR.xlsx	amor	B4
liq-amor-cl-0004	Res Liquidae	amor	CL	verbal-subject-transitive	inundar	El amor inundó las pantallas de La Red esta mañana... 2. Y como en el Día de San Valentín el amor inunda el ambiente... 3. ...y si quieres que el amor y la pasión inunden tu vida... 4. ...llena de consciencia y amor, que te inunda...	manual	RES LIQUIDAE COR.xlsx	amor	C4
liq-amor-cl-0005	Res Liquidae	amor	CL	verbal-subject-intransitive		l amor de Dios que se derrama en los corazones de tantos que eligen dar vida dando la propia vida.	manual	RES LIQUIDAE COR.xlsx	amor	D4
liq-amor-cl-0006	Res Liquidae	amor	CL	verbal-subject-intransitive	fluir	en los reality shows el amor fluye con más rapidez que en la " vida real "	manual	RES LIQUIDAE COR.xlsx	amor	D4
liq-amor-cl-0007	Res Liquidae	amor	CL	verbal-subject-intransitive	fluir	hay algo que limita dejar fluir ese amor y	manual	RES LIQUIDAE COR.xlsx	amor	D4
liq-amor-cl-0008	Res Liquidae	amor	CL	verbal-subject-intransitive	fluir	El amor fluye en sus venas, lo laboral demuestra entereza perseverancia,	manual	RES LIQUIDAE COR.xlsx	amor	D4
liq-amor-cl-0009	Res Liquidae	amor	CL	verbal-subject-intransitive	fluir	Se puso a llorar y creo que dejó fluir todo ese amor que le tiene a Andrés	manual	RES LIQUIDAE COR.xlsx	amor	D4
liq-amor-cl-0010	Res Liquidae	amor	CL	verbal-subject-intransitive	fluir	el amor fluirá a partir de ese instantE	manual	RES LIQUIDAE COR.xlsx	amor	D4
liq-amor-cl-0011	Res Liquidae	amor	CL	verbal-subject-intransitive	fluir	ienes las destrezas y el amor fluye	manual	RES LIQUIDAE COR.xlsx	amor	D4
liq-amor-cl-0012	Res Liquidae	amor	CL	verbal-subject-intransitive	fluir	dejan fluir su amor	manual	RES LIQUIDAE COR.xlsx	amor	D4
liq-amor-cl-0013	Res Liquidae	amor	CL	verbal-subject-intransitive	fluir	El amor fluyó y Tessy quedó embarazada en el 2006	manual	RES LIQUIDAE COR.xlsx	amor	D4
liq-amor-cl-0014	Res Liquidae	amor	CL	verbal-subject-intransitive	fluir	que siga fluyendo el amor en el mundo	manual	RES LIQUIDAE COR.xlsx	amor	D4
liq-amor-cl-0015	Res Liquidae	amor	CL	verbal-subject-intransitive	fluir	ue el amor fluye naturalmente como en las películas	manual	RES LIQUIDAE COR.xlsx	amor	D4
liq-amor-cl-0016	Res Liquidae	amor	CL	verbal-subject-intransitive	fluir	Actualmente el amor sigue fluyendo	manual	RES LIQUIDAE COR.xlsx	amor	D4
liq-amor-cl-0018	Res Liquidae	amor	CL	verbal-subject-intransitive	fluir	el amor fluyó	manual	RES LIQUIDAE COR.xlsx	amor	D4
liq-amor-cl-0019	Res Liquidae	amor	CL	verbal-subject-intransitive	fluir	Una historia de amor fluye en medio de la trama, centrada en la creatividad de la campaña	manual	RES LIQUIDAE COR.xlsx	amor	D4
liq-amor-cl-0020	Res Liquidae	amor	CL	verbal-subject-intransitive	brotar	Todo fue de ensueño, le brota y se desborda amor.	manual	RES LIQUIDAE COR.xlsx	amor	D4
liq-amor-cl-0021	Res Liquidae	amor	CL	verbal-subject-intransitive	brotar	mirar el dolor y el amor que brotan, como sangre y agua mezcladas, de esa herida siempre abierta.	manual	RES LIQUIDAE COR.xlsx	amor	D4
liq-amor-cl-0022	Res Liquidae	amor	CL	verbal-subject-intransitive	diluirse	el amor se va diluyendo hasta que ya no quede nada de él.	manual	RES LIQUIDAE COR.xlsx	amor	D4
liq-amor-cl-0023	Res Liquidae	amor	CL	substantive		racias a nuestros fans de todo el mundo por su derrame de amor y apoyo	manual	RES LIQUIDAE COR.xlsx	amor	E4
liq-amor-cl-0024	Res Liquidae	amor	CL	substantive		Gracias por el increíble derrame de amor y bondad	manual	RES LIQUIDAE COR.xlsx	amor	E4
liq-amor-cl-0025	Res Liquidae	amor	CL	substantive	flujo de	El flujo de amor и de dolor que surgió luego de saber se la noticia de..	manual	RES LIQUIDAE COR.xlsx	amor	E4
liq-amor-cl-0026	Res Liquidae	amor	CL	verbal-instrumental	inundado por	Inundado por un inmenso amor hacia sus hijas... 2. ...un nuevo comienzo inunde sus hogares de amor, fe... 3. ...cena distinta, solidaria que inundó de paz y amor Concepción... 4. ...de seguro inundarán la Quinta Vergara de amor, abrazos y besos... 5. Kel Calderón y Pangal inundaron de amor el Estadio Nacional. 6. ...felices, tranquilos, agradecidos e inundados de amor por la familia... 7. ...la fe nos inunda de su amor que nos da seguridad...	manual	RES LIQUIDAE COR.xlsx	amor	G4
liq-amor-cl-0027	Res Liquidae	amor	CL	verbal-instrumental		En plena época diluida de paz y amor y moda bohemia.	manual	RES LIQUIDAE COR.xlsx	amor	G4
liq-amor-co-0001	Res Liquidae	amor	CO	verbal-objective	derramar	este hecho en la medida en que derramemos mucho amor,	manual	RES LIQUIDAE COR.xlsx	amor	B5
liq-amor-co-0002	Res Liquidae	amor	CO	verbal-objective	derramar	mucho el amor que podremos derramar sobre el núcleo familia	manual	RES LIQUIDAE COR.xlsx	amor	B5
liq-amor-co-0003	Res Liquidae	amor	CO	verbal-objective	derramar	derramando de su amor y su gracia en medio de nosotros	manual	RES LIQUIDAE COR.xlsx	amor	B5
liq-amor-co-0004	Res Liquidae	amor	CO	verbal-objective	derramar	me detendrán para derramar amor,	manual	RES LIQUIDAE COR.xlsx	amor	B5
liq-amor-co-0005	Res Liquidae	amor	CO	verbal-objective	derramar	se expresa en bendición para la descendencia derramando el amor de mujer con la tierna y sincera proyección de el amor.	manual	RES LIQUIDAE COR.xlsx	amor	B5
liq-amor-co-0006	Res Liquidae	amor	CO	verbal-objective	derramar	no conozco las entrañas en donde derramaré mi amor para dar te la vida, h	manual	RES LIQUIDAE COR.xlsx	amor	B5
liq-amor-co-0007	Res Liquidae	amor	CO	verbal-subject-transitive	inundar	Nostalgia, frustración, rabia, amor y odio, inundarán a el equipo.	manual	RES LIQUIDAE COR.xlsx	amor	C5
liq-amor-co-0008	Res Liquidae	amor	CO	verbal-subject-intransitive	fluir	simplemente dejar fluir el amor	manual	RES LIQUIDAE COR.xlsx	amor	D5
liq-amor-co-0009	Res Liquidae	amor	CO	verbal-subject-intransitive	fluir	Deja que el amor fluya, abre tu psique y tu corazón.	manual	RES LIQUIDAE COR.xlsx	amor	D5
liq-amor-co-0010	Res Liquidae	amor	CO	verbal-subject-intransitive	fluir	El amor debe fluir por las dos partes.	manual	RES LIQUIDAE COR.xlsx	amor	D5
liq-amor-co-0011	Res Liquidae	amor	CO	verbal-subject-intransitive	fluir	el amor asimismo fluye y que es de sabios saber dar y percibir	manual	RES LIQUIDAE COR.xlsx	amor	D5
liq-amor-co-0012	Res Liquidae	amor	CO	verbal-subject-intransitive	fluir	Deja que tu amor fluya y que lo que deba pasar se materialice.	manual	RES LIQUIDAE COR.xlsx	amor	D5
liq-amor-co-0013	Res Liquidae	amor	CO	verbal-subject-intransitive	fluir	el miedo con el amor, pues cuando el amor fluye, simplemente sucede	manual	RES LIQUIDAE COR.xlsx	amor	D5
liq-amor-co-0014	Res Liquidae	amor	CO	verbal-subject-intransitive	fluir	Hacer fluir el amor, y que la verdad fuera fuente de sanación	manual	RES LIQUIDAE COR.xlsx	amor	D5
liq-amor-co-0015	Res Liquidae	amor	CO	verbal-subject-intransitive	fluir	hay que llevar la vida calmadamente para que el amor fluya	manual	RES LIQUIDAE COR.xlsx	amor	D5
liq-amor-co-0016	Res Liquidae	amor	CO	verbal-subject-intransitive	fluir	el enfermo amor que fluye le dan su dinámica a los eventos	manual	RES LIQUIDAE COR.xlsx	amor	D5
liq-amor-co-0017	Res Liquidae	amor	CO	verbal-subject-intransitive	fluir	e incluso dejaban fluir el amor en medio de el campo de batalla	manual	RES LIQUIDAE COR.xlsx	amor	D5
liq-amor-co-0018	Res Liquidae	amor	CO	verbal-subject-intransitive	fluir	El amor fluyó en la Copa Mundo Máster de Natación con Aletas	manual	RES LIQUIDAE COR.xlsx	amor	D5
liq-amor-co-0019	Res Liquidae	amor	CO	verbal-subject-intransitive	fluir	tu amor no fluye	manual	RES LIQUIDAE COR.xlsx	amor	D5
liq-amor-co-0020	Res Liquidae	amor	CO	verbal-subject-intransitive	fluir	el amor fluirá pero no tomes decisiones	manual	RES LIQUIDAE COR.xlsx	amor	D5
liq-amor-co-0021	Res Liquidae	amor	CO	verbal-subject-intransitive	fluir	amor que fluye en sus palabras, su sonrisa	manual	RES LIQUIDAE COR.xlsx	amor	D5
liq-amor-co-0022	Res Liquidae	amor	CO	verbal-subject-intransitive	fluir	el amor fluye entre paisajes hermosos y se comparte con amigos en una gran fiesta	manual	RES LIQUIDAE COR.xlsx	amor	D5
liq-amor-co-0023	Res Liquidae	amor	CO	verbal-subject-intransitive	fluir	el amor fluye dependiendo de el continente en donde usted esté	manual	RES LIQUIDAE COR.xlsx	amor	D5
liq-amor-co-0024	Res Liquidae	amor	CO	verbal-subject-intransitive	fluir	Los abrazos nos educan sobre cómo fluye el amor en ambos sentidos	manual	RES LIQUIDAE COR.xlsx	amor	D5
liq-amor-co-0025	Res Liquidae	amor	CO	verbal-subject-intransitive	fluir	Al principio, el amor y el cariño fluían, pero poco a poco las cosas fueron cambiando	manual	RES LIQUIDAE COR.xlsx	amor	D5
liq-amor-co-0026	Res Liquidae	amor	CO	verbal-subject-intransitive	fluir	una manera de interconectar nos, de dejar fluir el amor y expresar nuestros sentimientos,	manual	RES LIQUIDAE COR.xlsx	amor	D5
liq-amor-co-0027	Res Liquidae	amor	CO	verbal-subject-intransitive	brotar	Este amor no puede brotar sólo de el hombre. Un hombre no es capaz de amar así.	manual	RES LIQUIDAE COR.xlsx	amor	D5
liq-amor-co-0028	Res Liquidae	amor	CO	verbal-subject-intransitive	brotar	la pareja demuestra que el amor les brota por los poros.	manual	RES LIQUIDAE COR.xlsx	amor	D5
liq-amor-co-0029	Res Liquidae	amor	CO	verbal-subject-intransitive	brotar	entre los artistas aún brota el amor,	manual	RES LIQUIDAE COR.xlsx	amor	D5
liq-amor-co-0030	Res Liquidae	amor	CO	verbal-subject-intransitive	brotar	son alegres, les brota el amor y la felicidad por los poros	manual	RES LIQUIDAE COR.xlsx	amor	D5
liq-amor-co-0031	Res Liquidae	amor	CO	verbal-subject-intransitive	brotar	El amor brota por los poros, el amor se nota por todo el cuerpo	manual	RES LIQUIDAE COR.xlsx	amor	D5
liq-amor-co-0032	Res Liquidae	amor	CO	verbal-subject-intransitive	brotar	o es más sino el amor brotando a borbotones de el corazón	manual	RES LIQUIDAE COR.xlsx	amor	D5
liq-amor-co-0033	Res Liquidae	amor	CO	verbal-subject-intransitive	brotar	el amor le brota por los poros cuando habla de Flavia Dos Santos	manual	RES LIQUIDAE COR.xlsx	amor	D5
liq-amor-co-0034	Res Liquidae	amor	CO	verbal-subject-intransitive	diluirse	Ha visto diluir sus amores, y la decepción que le produjo su paso por la alcaldía mayo	manual	RES LIQUIDAE COR.xlsx	amor	D5
liq-amor-co-0035	Res Liquidae	amor	CO	substantive		ramposos son todos aquellos que se interponen en el hermoso fluir de el amor hacia el paraíso igualitario	manual	RES LIQUIDAE COR.xlsx	amor	E5
liq-amor-co-0036	Res Liquidae	amor	CO	verbal-instrumental	inundar de	Con conciencia femenina, se inunda la mente de amor	manual	RES LIQUIDAE COR.xlsx	amor	G5
liq-amor-co-0037	Res Liquidae	amor	CO	verbal-instrumental	inundar de	.La llegada de el pequeñito inundó de amor a la familia... 3 e inundar los de amor. 4. ...es una sensación hermosa, te inunda de un amor enorme.5 ...que inundaba tu corazón de amor hacia tu prójimo...6 ...luego de 41 largas semanas llegó para inundar de amor la casa de la pareja... 7. e inundó de amor a el mundo 8  ...cocinar es inundar de amor toda la casa.	manual	RES LIQUIDAE COR.xlsx	amor	G5
liq-amor-cr-0001	Res Liquidae	amor	CR	verbal-objective	derramar	1Dios derramaba su amor por la humanidad mediante el castigo	manual	RES LIQUIDAE COR.xlsx	amor	B6
liq-amor-cr-0002	Res Liquidae	amor	CR	verbal-subject-intransitive	fluir	con el amor fluyendo por las venas.	manual	RES LIQUIDAE COR.xlsx	amor	D6
liq-amor-cr-0004	Res Liquidae	amor	CR	verbal-subject-intransitive	fluir	Fluye el amor en la política española	manual	RES LIQUIDAE COR.xlsx	amor	D6
liq-amor-cr-0005	Res Liquidae	amor	CR	verbal-subject-intransitive	brotar	un amor que brotó en Costa Rica dio otro sentido a su arte y trasformó su vida.	manual	RES LIQUIDAE COR.xlsx	amor	D6
liq-amor-cr-0006	Res Liquidae	amor	CR	verbal-subject-intransitive	brotar	nos transmite a través de su mirada de la que brotaba amor	manual	RES LIQUIDAE COR.xlsx	amor	D6
liq-amor-cr-0007	Res Liquidae	amor	CR	verbal-instrumental	inundar de	Si inundamos el mundo de amor y somos pacientes y perseverantes difundiremos el amor. 2. Inundada de amor gracias a la crecida...	manual	RES LIQUIDAE COR.xlsx	amor	G6
liq-amor-cu-0001	Res Liquidae	amor	CU	verbal-objective	derramar	deseos de " luz, amor y progreso " los derramó el espiritista Enrique Alemán sobre la Asamblea	manual	RES LIQUIDAE COR.xlsx	amor	B7
liq-amor-cu-0002	Res Liquidae	amor	CU	verbal-subject-transitive	inundar	...jazz, sones, hechos con fuerza, pasión y sobre todo, amor, inundaron la noche... 2. Asimismo sentía resonar en su espíritu la jovialidad y la ventura con que el amor inundaba mi alma. 3. Cada vez que se miran, el amor brota e inunda la casa... 4. Su mensaje de amor me inunda el corazón y me alimenta el espíritu... 5. ...cuando en sus apasionadas epístolas el amor inunda que a quien las lee. 6. En tanto, el amor y los recuerdos continúan inundando mi corazón... 7. ...el tono entusiasta de su relato y el amor que inundaba el segundo piso de un recinto pequeño...	manual	RES LIQUIDAE COR.xlsx	amor	C7
liq-amor-cu-0003	Res Liquidae	amor	CU	verbal-subject-intransitive		pobres parisinos una ciudad donde se derrama amor y belleza	manual	RES LIQUIDAE COR.xlsx	amor	D7
liq-amor-cu-0004	Res Liquidae	amor	CU	verbal-subject-intransitive		una lluvia de amor se derrama sobre las llamas hasta consumir las totalmente,	manual	RES LIQUIDAE COR.xlsx	amor	D7
liq-amor-cu-0005	Res Liquidae	amor	CU	verbal-subject-intransitive	fluir	el haber hecho posible tanto Amor fluyendo.	manual	RES LIQUIDAE COR.xlsx	amor	D7
liq-amor-cu-0006	Res Liquidae	amor	CU	verbal-subject-intransitive	brotar	un manantial de agua buena de el que brote amor, bienestar y, por supuesto, una belleza natural y saludable.	manual	RES LIQUIDAE COR.xlsx	amor	D7
liq-amor-cu-0007	Res Liquidae	amor	CU	verbal-subject-intransitive	brotar	Un amor genuino que brota de la certeza de que la verdadera belleza nunca atenta contra el bienestar	manual	RES LIQUIDAE COR.xlsx	amor	D7
liq-amor-cu-0008	Res Liquidae	amor	CU	verbal-subject-intransitive	brotar	Cada vez que se miran, el amor brota e inunda la casa;	manual	RES LIQUIDAE COR.xlsx	amor	D7
liq-amor-cu-0009	Res Liquidae	amor	CU	attributive	derramado	cuanto amor derramado por amor a el deporte	manual	RES LIQUIDAE COR.xlsx	amor	F7
liq-amor-cu-0010	Res Liquidae	amor	CU	attributive	derramado	muestran el amor derramado en la batalla por formar a sus hijos, se desborda cariño.	manual	RES LIQUIDAE COR.xlsx	amor	F7
liq-amor-cu-0011	Res Liquidae	amor	CU	verbal-instrumental		brindemos por todos, deseando que cada burbuja explote y salpique con amor, salud, prosperidad, paz, felicidad	manual	RES LIQUIDAE COR.xlsx	amor	G7
